acronym,page_title,expansion,hits,script,initials_match,looks_like_person,source,domain,raw_line
ח״ל,"ח""ל","חוץ לארץ, חוצה לארץ",0,hebrew,True,False,wiktionary,,"# [[חוץ|'''ח'''וץ]] '''ל'''[[ארץ]], חוצה לארץ."
ח״ל,"ח""ל","נרדפות: חו""ל",0,hebrew,False,False,wiktionary,,"#;נרדפות: [[חו""ל]]"
ח״מ,"ח""מ",חבר מרכז,229,hebrew,True,True,wiktionary,,# [[חבר מרכז]]
ח״מ,"ח""מ","חושן משפט בדומה לחו""מ",0,hebrew,True,False,wiktionary,,"# [[חושן משפט]] בדומה ל[[חו""מ]]."
ח״מ,"ח""מ",חתום מטה,0,hebrew,True,False,wiktionary,,# חתום [[מטה]].
ח״ן,"ח""ן",חיים נחמן (ביאליק),1090,hebrew,True,False,wiktionary,,# חיים נחמן (ביאליק).
ח״ן,"ח""ן",חיל נשים,40,hebrew,True,False,wikipedia+wiktionary,"צה""ל","#{{משלב/ר""ת|צה""ל}} [[חיל]] [[נשים]]."
ח״ן,"ח""ן",חכמת הנסתר,11,hebrew,True,False,wiktionary,,"#{{משלב/ר""ת|יהדות|תורת הקבלה}} [[חכמה|חכמת]] ה[[נסתר]]."
ח״ן,"ח""ן",חשבון נייר (ח-ן),0,hebrew,True,False,wiktionary,כלכלה,"#{{משלב/ר""ת|כלכלה}} חשבון נייר (ח-ן)."
ח״פ,"ח""פ",חד פעמי,1576,hebrew,True,False,wiktionary,,# [[חד פעמי]]
ח״פ,"ח""פ",חונה פה,5,hebrew,True,False,wiktionary,,#[[חונה]] [[פה]]
ח״צ,"ח""צ",חברה ציבורית,1041,hebrew,True,False,wiktionary,,# [[חברה]] ציבורית.
ח״צ,"ח""צ",חכם צבי (ספר),0,hebrew,True,False,wiktionary,,# חכם צבי (ספר).
ח״ק,"ח""ק",חברה קדישא,978,hebrew,True,False,wiktionary,,#חברה קדישא.
ח״ק,"ח""ק",חצי קדיש,27,hebrew,True,False,wiktionary,,#חצי קדיש.
ח״ק,"ח""ק",חסר קליע,3,hebrew,True,False,wiktionary,,#חסר קליע.
ח״ש,"ח""ש",חיי שרה,206,hebrew,True,False,wiktionary,,# [[חיי שרה|'''ח'''יי '''ש'''רה]]
ח״ש,"ח""ש",חילול שבת,165,hebrew,True,False,wiktionary,,# [[חילול שבת|'''ח'''ילול '''ש'''בת]]
ח״ש,"ח""ש",חודר שריון,91,hebrew,True,False,wiktionary,,# [[חדר#חָדַר|'''ח'''ודר]] [[שריון|'''ש'''ריון]]
ח״ש,"ח""ש",חיי שעה,13,hebrew,True,False,wiktionary,,# [[חיי שעה]]
טל״מ,"טל""מ",טוב לא משנה,3,hebrew,True,False,wiktionary,,# טוב לא משנה
טל״מ,"טל""מ",טיפוח לימודי מזרחנות,1,hebrew,True,False,wiktionary,,# טיפוח לימודי מזרחנות.
טל״מ,"טל""מ",טכנולוגיות למידה מתוקשבות,0,hebrew,True,False,wiktionary,,# טכנולוגיות למידה מתוקשבות.
טל״מ,"טל""מ","טלויזיה למנויים בע""מ",0,hebrew,True,False,wiktionary,,"# טלויזיה למנויים בע""מ."
טמ״א,"טמ""א",טומאת אוכלין,20,hebrew,True,False,wiktionary,ארון הספרים היהודי,"#{{משלב/ר""ת|ארון הספרים היהודי}} טומאת אוכלין."
טמ״א,"טמ""א",טומוגרפיה ממוחשבת אנגיוגרפית,0,hebrew,True,False,wiktionary,רפואה,"#{{משלב/ר""ת|רפואה}} [[טומוגרפיה]] [[מחשב|ממוחשבת]] [[אנגיוגרפיה|אנגיוגרפית]]"
טמ״מ,"טמ""מ",טוב מותי מחיי,2,hebrew,True,False,wiktionary,,# טוב מותי מחיי.
טמ״מ,"טמ""מ",טכנאי מערכות מחשוב,1,hebrew,True,False,wiktionary,,# טכנאי מערכות מחשוב.
טמ״מ,"טמ""מ",טכנאי מזרונים מתנפחים,0,hebrew,True,False,wiktionary,,#טכנאי מזרונים מתנפחים.
טמ״מ,"טמ""מ",טכנאי מערכות תקשורת נתונים מתקדמות,0,hebrew,True,False,wiktionary,,# טכנאי מערכות תקשורת נתונים מתקדמות.
טר״א,"טר""א",טורי אבן,15,hebrew,True,False,wiktionary,ארון הספרים היהודי,"#{{משלב/ר""ת|ארון הספרים היהודי}} טורי אבן."
טר״א,"טר""א",טיפול רפואי אישי,0,hebrew,True,False,wiktionary,רפואה,"#{{משלב/ר""ת|רפואה}} [[טיפול]] [[רפואה|רפואי]] אישי."
ט״א,"ט""א",טביעת אצבע,170,hebrew,True,False,wiktionary,משטרה,"# {{משלב/ר""ת|משטרה}} [[טביעת אצבע]]."
ט״א,"ט""א",טווח-ארוך,122,hebrew,True,False,wiktionary,,# [[טוח|טווח]]-[[ארוך]].
ט״א,"ט""א",תעופה טיס אוטומטי,0,hebrew,False,False,wiktionary,,# <small>תעופה</small> [[טיס]] [[אוטומטי]].
ט״ז,"ט""ז",המספר שש עשרה בגימטריה,0,hebrew,False,False,wiktionary,,# המספר [[שש עשרה]] בגימטריה.
ט״ז,"ט""ז",חיבורו של רבי דוד הלוי סגל על השולחן ערוך,0,hebrew,False,True,wiktionary,,# טורי זהב.<BR>חיבורו של רבי דוד הלוי סגל על השולחן ערוך.
ט״כ,"ט""כ",טבילת כלים,20,hebrew,True,False,wiktionary,הלכה,#{{משלב|הלכה}} [[טבילה|טבילת]] [[כלי]]ם
ט״כ,"ט""כ",טעם כעיקר,10,hebrew,True,False,wiktionary,הלכה,#{{משלב|הלכה}} [[טעם כעקר|טעם כעיקר]]
ט״מ,"ט""מ",טוב מאוד,371,hebrew,True,False,wiktionary,חינוך,"#{{משלב/ר""ת|חינוך}} [[טוב]] [[מאוד]]."
ט״מ,"ט""מ",טומוגרפיה ממוחשבת,172,hebrew,True,False,wiktionary,רפואה,"#{{משלב/ר""ת|רפואה}} [[טומוגרפיה]] [[מחשב|ממוחשבת]]"
ט״מ,"ט""מ",טמא/טומאת מת,1,hebrew,True,False,wiktionary,יהדות,"#{{משלב/ר""ת|יהדות}} [[טמא]]/[[טמאה|טומאת]] [[מת]]"
ט״מ,"ט""מ",ט' מידות,0,hebrew,True,False,wiktionary,יהדות,"#{{משלב/ר""ת|יהדות}} [[w:בני תשע מדות|ט' מידות]]"
ט״נ,"ט""נ",טומאת נבלה,21,hebrew,True,False,wiktionary,ארון הספרים היהודי,"#{{משלב/ר""ת|ארון הספרים היהודי}} טומאת [[נבלה]]."
ט״נ,"ט""נ",טרום ניתוח,4,hebrew,True,False,wiktionary,רפואה,"#{{משלב/ר""ת|רפואה}} [[טרום]] [[ניתוח]]"
יאע״ה,"יאע""ה",יעקב אבינו עליו השלום,4,hebrew,True,False,wiktionary,,# יעקב אבינו עליו השלום.
יאע״ה,"יאע""ה",יצחק אבינו עליו השלום,1,hebrew,True,False,wiktionary,,# יצחק אבינו עליו השלום.
יא״פ,"יא""פ",יד אפרים,18,hebrew,True,False,wiktionary,ארון הספרים היהודי,"#{{משלב/ר""ת|ארון הספרים היהודי}} יד אפרים."
יא״פ,"יא""פ",יחידת אשפוז פנימי,0,hebrew,True,False,wiktionary,רפואה,"#{{משלב/ר""ת|רפואה}} יחידת [[אשפוז]] פנימי."
יא״ר,"יא""ר","כינוי לחיבור ""פתשגן"" שנכתב על תרגום אונקלוס",1,hebrew,False,True,wiktionary,ארון הספרים היהודי,"#{{משלב/ר""ת|ארון הספרים היהודי}} כינוי לחיבור ""פתשגן"" שנכתב על תרגום אונקלוס. (החיבור נקרא כך בטעות ע""י [[w:שמואל דוד לוצאטו|שד""ל]] שחשב שהספר חובר בשנת רי""א.)"
יא״ר,"יא""ר",יתר אלדוסטרוניזם ראשוני,0,hebrew,True,False,wiktionary,רפואה,"#{{משלב/ר""ת|רפואה}} יתר אלדוסטרוניזם ראשוני."
יהב״י,"יהב""י",יקותיאל הכהן,10,hebrew,False,True,wikipedia,,יקותיאל הכהן – (יקותיאל הנקדן בן יהודה) - בלשן ואיש מסורה. חי באירופה במחצית השנייה של המאה ה-12
יהב״י,"יהב""י",יהודה ייטלס,7,hebrew,False,True,wikipedia,,יהודה ייטלס – (יהודה בן יונה ייטלס) - בלשן יהודי תושב פראג במפנה המאה ה-19
יה״ש,"יה""ש",יחידת השתתפות,139,hebrew,True,False,wikipedia,,יחידת השתתפות – נייר ערך המזכה ברווח אך לא בהשפעה על ניהול תאגיד
יה״ש,"יה""ש",יהושע השל שור,20,hebrew,True,False,wikipedia,,יהושע השל שור – איש תנועת ההשכלה הרדיקלית בגליציה
יומה״כ,"יומה""כ",יום הכיפורים,5870,hebrew,True,False,wiktionary,,# [[יום הכיפורים]].
יומה״כ,"יומה""כ",יוצא מן הכלל,989,hebrew,True,False,wiktionary,,# יוצא מן הכלל.
יועכ״ל,"יועכ""ל",יועץ כלכלי,81,hebrew,True,False,wiktionary,,# [[יועץ]] [[כלכלי]].
יועכ״ל,"יועכ""ל","יועץ כספי לרמטכ""ל",0,hebrew,True,False,wiktionary,,"# [[יועץ]] [[כספי]] ל[[רמטכ""ל]]."
יוע״מ,"יוע""מ",יועץ משפטי,242,hebrew,True,False,wikipedia+wiktionary,,# [[יועץ]] [[משפטי]].
יוע״מ,"יוע""מ",יועץ מס,38,hebrew,True,False,wiktionary,,# [[יועץ מס]].
יו״ד,"יו""ד",יורה דעה,990,hebrew,True,False,wikipedia,,"יורה דעה – החלק העוסק בדיני איסור והיתר בטור ובשו""ע"
יו״ד,"יו""ד",יוד,421,hebrew,True,False,wikipedia,,יוד – יסוד כימי שסמלו הכימי I ומספרו האטומי 53
יו״ד,"יו""ד","האות יו""ד",39,hebrew,False,False,wikipedia,,"האות יו""ד – האות העשירית באלף בית העברי"
יו״ד,"יו""ד","יורה דעה, אחד מחלקי השלחן ערוך",0,hebrew,True,False,wiktionary,יהדות,"#{{משלב|יהדות}} [[הורה#הוֹרָה א|יורה]] [[דעה]], אחד מחלקי ה[[שלחן ערוך]]."
יחב״ל,"יחב""ל",יחסים בינלאומיים,321,hebrew,True,False,wikipedia,,יחסים בינלאומיים
יחב״ל,"יחב""ל",יחידות בינלאומיות,4,hebrew,True,False,wikipedia,,יחידות בינלאומיות – יחידות לפעילות ביולוגית הנמצאת בשימוש בפרמקולוגיה (באנגלית IU)
יחב״ל,"יחב""ל",היחידה לחקירות בינלאומיות,1,hebrew,False,False,wikipedia,,היחידה לחקירות בינלאומיות – יחידת משטרה האחראית על חקירות בינלאומיות ומאבק בפשע המאורגן הבינלאומי
יח״ל,"יח""ל",יחידות לימוד,160,hebrew,True,False,wiktionary,,#[[יחידה|יחידות]] [[למוד#לִמּוּד|לימוד]].
יח״ל,"יח""ל",ישיבת חכמי לובלין,151,hebrew,True,False,wikipedia+wiktionary,,#[[ישיבה|ישיבת]] חכמי לובלין.
יח״ל,"יח""ל",יחידת לבגרות,1,hebrew,True,False,wikipedia,,יחידת לבגרות – דרך למדידת משקלו של מקצוע בבחינות הבגרות בישראל
יח״מ,"יח""מ",יחידת מידה,360,hebrew,True,False,wiktionary,,# יחידת מידה.
יח״מ,"יח""מ",יחידת מדים,0,hebrew,True,False,wiktionary,,# יחידת מדים.
יט״א,"יט""א","יאט""א",577,hebrew,True,False,wikipedia,,"יאט""א – ארגון חברות התעופה הבינלאומי יאט""א (International Air Transport Association – IATA) הוא ארגון מסחר בינלאומי של חברות תעופה"
יט״א,"יט""א","יט""א",31,hebrew,True,False,wikipedia,,"יט""א (The Jewish Teritorial Organization) - ההסתדרות הטריטוריאליסטית היהודית, ארגון בראשות ישראל זנגוויל שייצג את הזרם הטריטוריאליסטי"
יט״א,"יט""א",יחידת טיפול אוויר,0,hebrew,True,False,wiktionary,,# [[יחידה|יחידת]] [[טיפול]] [[אויר|אוויר]].
יט״א,"יט""א",יחידת טיפול אקלים,0,hebrew,True,False,wiktionary,,# יחידת טיפול [[אקלים]].
יי״ש,"יי""ש",יין שרף,24,hebrew,True,False,wiktionary,,#[[יין שרף]].
יי״ש,"יי""ש",יין יבש,5,hebrew,True,False,wiktionary,,#יין יבש{{מקור}}.
יל״צ,"יל""צ",יש לציין,1167,hebrew,True,False,wiktionary,,# יש לציין.
יל״צ,"יל""צ",יתר לחץ דם,403,hebrew,True,False,wiktionary,רפואה,"# {{משלב/ר""ת|רפואה}} [[יתר]] [[לחץ דם]]."
יל״צ,"יל""צ",ייבוא לשם יצוא,0,hebrew,True,False,wiktionary,כלכלה,"# {{משלב/ר""ת|כלכלה}} [[יבוא|ייבוא]] לשם [[יצוא|יצוא]]."
יל״ש,"יל""ש",ילקוט שמעוני,251,hebrew,True,False,wiktionary,,#ילקוט שמעוני.
יל״ש,"יל""ש",יש לשאול,42,hebrew,True,False,wiktionary,,# יש לשאול .
ימ״ח,"ימ""ח",ימי מחבוש,25,hebrew,True,False,wiktionary,,"# {{משלב/ר""ת|צה""ל|משפט צבאי}} [[יום|ימי]] [[מחבוש]]."
ימ״ח,"ימ""ח",יחידת מחסני חירום,8,hebrew,True,False,wiktionary,"צה""ל","# {{משלב/ר""ת|צה""ל}} [[יחידה|יחידת]] [[מחסן|מחסני]] [[חרום#חֵרוּם|חירום]]"
יס״ב,"יס""ב",יד סולדת בו,2,hebrew,True,False,wiktionary,,# [[יד סולדת|יד סולדת בו]].
יס״ב,"יס""ב",יחידת סיור הבנקים,0,hebrew,True,False,wiktionary,,# [[יחידה|יחידת]] [[סיור]] ה[[בנק]]ים.
יעב״ץ,"יעב""ץ",מבעלי התוספות,196,hebrew,False,True,wiktionary,,#יעקב בר יצחק הלוי<br />מבעלי התוספות
יעב״ץ,"יעב""ץ",מחכמי מרוקו במאה ה-18,1,hebrew,False,True,wiktionary,,#יעקב אבן צור<br />מחכמי מרוקו במאה ה-18
יעב״ץ,"יעב""ץ","(1698 - 1776), מגדולי הרבנים במאה ה-18",0,hebrew,False,True,wiktionary,,"#יעקב עמדן בן צבי<br />(1698 - 1776), מגדולי הרבנים במאה ה-18"
יע״א,"יע""א",יחוננך עליון אמן,0,hebrew,True,False,wiktionary,,# יחוננך עליון אמן.
יע״א,"יע""א","יכתב על עיר: 1.יגן עליה (עליך, עלינו, וכו') אלהים",0,hebrew,True,False,wiktionary,,"# יכתב על [[עיר]]: 1.[[הגן|'''י'''גן]] [[על#עַל|'''ע'''ליה]] (עליך, עלינו, וכו') [[אלהים|'''א'''להים]]. 2. [[עזר#עָזַר|'''יע'''זרה]] [[אלהים|'''א'''להים]]. 3. [[כונן|'''י'''כוננה]] [[עליון|'''ע'''ליון]] [[אמן#אָמֵן|'''א'''מן]]."
יע״ל,"יע""ל",יד עזר לחולה,4,hebrew,True,False,wiktionary,רפואה,"# {{משלב/ר""ת|רפואה}} [[:w:יד עזר לחולה|יד עזר לחולה]]."
יע״ל,"יע""ל","יש עוד לעיין/לומר (יותר נפוץ: יל""ע)",0,hebrew,True,False,wiktionary,,"#יש עוד לעיין/לומר (יותר נפוץ: [[יל""ע]])."
יע״ל,"יע""ל","מבחן יע""ל - ידע עברית לעולים",0,hebrew,False,False,wiktionary,חינוך,"# {{משלב/ר""ת|חינוך}} '''מבחן יע""ל''' - ידע עברית לעולים."
יע״מ,"יע""מ",מעבד,2869,hebrew,False,False,wiktionary,,# [[מעבד]]
יע״מ,"יע""מ",יחידת עיבוד מרכזית (CPU),1,hebrew,True,False,wiktionary,,# [[יחידה|יחידת]] [[עבוד#עִבּוּד|עיבוד]] [[מרכזי]]ת ([[CPU]]).
יק״ר,"יק""ר",יחידה לקנאביס רפואי,1,hebrew,True,False,wiktionary,רפואה,"# {{משלב/ר""ת|רפואה}} [[יחידה]] ל[[קנאביס]] רפואי."
